Battery_ID,Group,Cycle,Capacity,HI_Duration,HI_T_peak,HI_V_drop,HI_Energy,HI_T_peak_Smoothed,SOH
B0032,G3,1,1.7048641073512139,1572.359,59.47600707924567,477.313,20739.64576200497,59.64171843454235,90.01242586881956
B0032,G3,2,1.8940319526948572,1723.281,60.121290886265,620.703,23088.194020521496,59.96206981037928,100.0
B0032,G3,3,1.8747686491853095,1705.906,60.28987126771494,624.469,22868.706209381686,60.22441686026314,98.98294727910267
B0032,G3,4,1.8654947184112376,1697.688,60.570618627724706,618.8119999999999,22754.32517530136,60.43639249755994,98.49330766342055
B0032,G3,5,1.8527398169018068,1686.094,60.444872622429784,611.8430000000001,22602.077954961802,60.6056296356357,97.81988177473463
B0032,G3,6,1.844174397003866,1678.563,60.80514996345169,597.219,22438.990378195915,60.73976118785645,97.36764970516715
B0032,G3,7,1.8430238477512753,1677.469,60.791314861400984,610.484,22468.15726228831,60.84642006758821,97.30690367335109
B0032,G3,8,1.8302818174911863,1666.093,60.824534439051064,603.563,22309.25133711507,60.933239188197376,96.63415735341918
B0032,G3,9,1.8173838456081814,1654.328,60.93844327722512,595.953,22159.871347961423,60.990126897316415,95.95317771816786
B0032,G3,10,1.8057992981104682,1643.812,61.056928797496845,590.141,22020.36336768025,61.08580383795554,95.34154350147841
B0032,G3,11,1.8149829605049186,1652.266,61.26264235870029,582.875,22098.24843265928,61.170644417135804,95.82641717963276
B0032,G3,12,1.7995150369321797,1648.672,61.309095933731044,595.1089999999999,22066.791172846017,61.286657612096135,95.00975072631708
B0032,G3,13,1.7866516942518147,1636.969,61.35860964032413,588.719,21906.474703143802,61.40474609406037,94.33059942361265
B0032,G3,14,1.7735550719416031,1625.187,61.482188769123354,581.063,21750.961145007823,61.515553248098016,93.63913155837535
B0032,G3,15,1.769995333364443,1622.016,61.558060893098116,584.25,21702.587186709778,61.61763502613377,93.45118654656628
B0032,G3,16,1.799526080374287,1638.422,61.75555924618304,565.8589999999999,21854.446116852014,61.70957254338908,95.01033379156534
B0032,G3,17,1.7968530684449833,1646.438,61.788148736083365,589.157,22000.159457685833,61.79253642767058,94.86920565877432
B0032,G3,18,1.7838265504081745,1634.765,62.026796878552666,581.984,21847.455107716545,61.89243040167551,94.18143911828516
B0032,G3,19,1.7696444491040102,1622.016,62.05922080379437,574.547,21664.215840480516,61.96444518812787,93.43266076298941
B0032,G3,20,1.7512940457049684,1616.25,61.81678431928173,565.563,21588.82941065485,62.06846189972238,92.4638068124036
B0032,G3,21,1.7697554297961993,1622.218,62.13034562682843,557.2660000000001,21641.027800861648,62.13920527795172,93.43852025717753
B0032,G3,22,1.7547726933914918,1619.656,62.20855323363066,560.5160000000001,21602.791164312126,62.19366026016709,92.64747043442296
B0032,G3,23,1.7389166355812984,1605.484,62.27936068413306,551.75,21418.025217745482,62.24071993611521,91.81031149485844
B0032,G3,24,1.7337200518764075,1600.75,62.40536913200032,553.985,21339.411685400213,62.29714589308665,91.53594528379759
B0032,G3,25,1.7150972597500092,1595.0,62.216007793788314,544.813,20999.094915635054,62.354525025730126,90.55270991124215
B0032,G3,26,1.7462926148815636,1612.422,62.6157960112704,547.687,21455.390301970496,62.41797186023423,92.19974416993927
B0032,G3,27,1.719149261914565,1598.969,62.26360588854172,550.14,21053.894421779667,62.46183684420243,90.76664517029576
B0032,G3,28,1.711582246191498,1592.187,62.42580063958537,541.078,20951.887192043687,62.464717843265674,90.36712626501539
B0032,G3,29,1.6951051195225901,1577.484,62.5594040849182,532.625,20734.74321579969,62.4536241045916,89.4971764922323
B0032,G3,30,1.7005124371100973,1571.547,62.582629376324434,534.484,20920.571108257303,62.478813908115185,89.78266890854626
B0032,G3,31,1.7080989351250158,1578.484,62.57090441669303,525.609,20996.007698908827,62.51357933562048,90.18321642856695
B0032,G3,32,1.691435430587127,1574.469,62.42898686923908,527.75,20692.247450610135,62.57665719984256,89.30342638520577
B0032,G3,33,1.6844494328889932,1568.281,62.43152363917722,529.39,20598.88274618375,62.575359643672435,88.93458373246202
B0032,G3,34,1.664037581688075,1561.422,62.5729328576623,519.9530000000001,20316.61069792496,62.617553246595115,87.85689065701649
B0032,G3,35,1.6686372014231974,1554.234,62.57967644827836,521.5469999999999,20395.907964561746,62.656466765882996,88.09973871079816
B0032,G3,36,1.6899344075625968,1573.734,62.96996562520999,513.532,20619.616673681223,62.68824178744961,89.22417624254611
B0032,G3,37,1.669431712846442,1566.578,62.75574288944966,514.578,20367.546339539524,62.7090198972089,88.14168686389633
B0032,G3,38,1.6634226761839213,1550.047,62.70443033939053,516.766,20324.335416889277,62.71494268107479,87.82442523301565
B0032,G3,39,1.6436152195947373,1543.64,62.46020747529598,506.813,20063.536005960872,62.70215172496122,86.77864263357209
B0032,G3,40,1.6358000873538245,1536.781,62.789754357166764,508.17199999999997,19943.99003758589,62.66678861478212,86.36602381635555
