Battery_ID,Group,Cycle,Capacity,HI_Duration,HI_T_peak,HI_V_drop,HI_Energy,HI_T_peak_Smoothed,SOH
B0005,G1,1,1.8564874208181574,3690.234,38.98218133148803,2422.656,24028.437876454584,39.04418990661317,100.0
B0005,G1,2,1.846327249719927,3672.344,39.033397966787035,2424.844,23948.73483209347,38.93260264027586,99.45272071416714
B0005,G1,3,1.8353491942234077,3651.641,38.818796689817404,2424.907,23836.760334725906,38.84436006460908,98.86138595081705
B0005,G1,4,1.8352625275821128,3631.563,38.7623045063458,2407.094,23835.440320464477,38.77595785973235,98.85671763794173
B0005,G1,5,1.8346455082120419,3629.172,38.66539257343368,2405.688,23827.208375417707,38.723891705765205,98.82348178817772
B0005,G1,6,1.8356616600675495,3652.281,38.75169504640032,2425.843,23847.27108111692,38.68465728282716,98.87821697485944
B0005,G1,7,1.8351461429226603,3650.828,38.8207012322275,2407.172,23846.66799317488,38.65475027103773,98.85044855913476
B0005,G1,8,1.8257567905665537,3572.453,38.51713023385634,2409.407,23761.127467464743,38.63066635051667,98.34468955151549
B0005,G1,9,1.8247738529891333,3550.594,38.526267904657,2407.938,23740.896206448826,38.60234452918993,98.29174345738105
B0005,G1,10,1.824613268496936,3551.25,38.52698128472781,2389.015,23733.566933781156,38.57125173851,98.2830935473199
B0005,G1,11,1.8246195526864504,3530.25,38.54143406601644,2389.515,23722.35130848783,38.51600460589026,98.28343204622077
B0005,G1,12,1.8142019357673917,3491.016,38.52197451768004,2371.203,23627.046875457796,38.464300902119355,97.72228539894279
B0005,G1,13,1.8137521577549054,3470.281,38.582485834057856,2371.079,23608.575240797873,38.42504927302555,97.69805803238793
B0005,G1,14,1.8134404914735822,3470.0,38.520294134873915,2370.984,23593.202995435146,38.366836776828926,97.68127007692816
B0005,G1,15,1.8025980036306504,3450.297,38.21358592965045,2351.985,23477.654014313528,38.40012323807709,97.09723768751647
B0005,G1,16,1.80210690024615,3429.407,38.1983618706913,2350.141,23460.954659463838,38.4391835778717,97.07078432300706
B0005,G1,17,1.802579500826209,3409.484,38.31926916027133,2351.282,23457.21863889446,38.46168640354429,97.09624103091467
B0005,G1,18,1.8030683142834096,3390.422,38.4787542519308,2332.39,23451.451347893544,38.46249457151472,97.12257104811376
B0005,G1,19,1.8027776247196041,3390.281,38.54659017774874,2332.235,23442.513641637965,38.48180390039529,97.1069130069902
B0005,G1,20,1.8470259949329193,3591.734,38.44749852224995,2429.391,24034.335800673485,38.47125081059359,99.49035873989017
B0005,G1,21,1.847417311283644,3552.297,38.992275791716615,2430.391,24032.089077543882,38.45668901753925,99.5114370594272
B0005,G1,22,1.8361774213478947,3531.578,38.51424197364312,2410.64,23904.38778754248,38.45290310012615,98.90599854098058
B0005,G1,23,1.8257807475776242,3492.907,38.165816144899125,2411.313,23775.878861095334,38.38645030365799,98.34597999985365
B0005,G1,24,1.8251136435078368,3511.594,38.16526203587147,2390.547,23752.18549329776,38.285521035059865,98.31004632950896
B0005,G1,25,1.8255815042203762,3431.9370000000054,38.27549578575718,2391.2810000000054,23741.02695265687,38.19975198937809,98.33524772367372
B0005,G1,26,1.8140311275083907,3431.125,37.982160799183106,2371.532,23616.95313773161,38.15820618932112,97.71308478400267
B0005,G1,27,1.8147691941158939,3412.406,38.11100191887773,2390.687,23600.596948253813,38.16802262272618,97.75284086310275
B0005,G1,28,1.813969388710352,3410.688,38.18831137948753,2369.438,23577.448044357334,38.15103639439032,97.70975921350076
B0005,G1,29,1.802765665167823,3410.718,37.998541119085836,2369.094,23460.607772450203,38.17016827629794,97.10626880376819
B0005,G1,30,1.804077040117352,3392.719,38.194201649765226,2352.407,23457.50881674426,38.20541950681266,97.17690623092355
B0005,G1,31,1.8518025516704486,3470.672,38.45796400011448,2398.437,23965.15554746142,38.20966185747613,99.74764875349146
B0005,G1,32,1.8307038456739428,3414.109,38.49126351534004,2370.328,23710.92033371878,38.227114289563346,98.61116348782737
B0005,G1,33,1.8199041089501267,3395.219,38.31473393357882,2360.391,23567.512786314328,38.19665318246852,98.02943389447215
B0005,G1,34,1.8093079637028517,3386.0,37.861934640176806,2341.875,23416.983469617204,38.12673897921849,97.45867078945713
B0005,G1,35,1.80460990458052,3368.187,37.90665575786083,2323.922,23342.61632432246,38.08879790946809,97.20560906279802
B0005,G1,36,1.7993770651972192,3368.266,38.34003238560517,2323.594,23290.345107821995,38.12070288810305,96.92374130950105
B0005,G1,37,1.7884432335370462,3358.719,38.0745950590744,2295.063,23142.468965481217,38.15322516131114,96.33478867036308
B0005,G1,38,1.7829230484252723,3339.5,38.07252758016199,2285.641,23056.47468246359,38.202887538048756,96.03744299218224
B0005,G1,39,1.7730337158018288,3331.265,37.80133585100446,2276.875,22922.67993086678,38.27719808273051,95.50475246530081
B0005,G1,40,1.773037755078937,3321.188,38.39873985476869,2267.0,22909.701857380664,38.345728009976,95.50497004162602
B0005,G1,41,1.7678721106662054,3321.844,38.74929237918251,2257.672,22861.56032506988,38.2248925826126,95.22672175646096
B0005,G1,42,1.7623150704093087,3311.828,38.87275464755104,2247.86,22789.304778659607,38.25176902720758,94.92739086983165
B0005,G1,43,1.7676172924938447,3327.391,38.503541429116005,2270.937,22961.112466106664,38.38128474239788,95.21299593373234
B0005,G1,44,1.762668359743147,3312.078,38.27009094548294,2239.172,22773.27714435183,38.57781344860673,94.94642085785509
B0005,G1,45,1.7517304870664143,3293.172,38.11684755251712,2219.828,22613.85709531215,38.76073556967694,94.35725054869607
B0005,G1,46,1.7418496047960008,3275.328,38.04152715355532,2210.64,22485.223682536816,38.87395710401493,93.82501520146927
B0005,G1,47,1.7360913511847138,3265.016,38.17980302242767,2191.453,22398.11958824774,38.89366951496883,93.51484592444021
B0005,G1,48,1.7936240148573608,3328.937,40.71218198711114,2304.39,23213.458702305143,38.97093464358174,96.61385230754256
B0005,G1,49,1.7831890223273275,3329.266,39.885261233152924,2285.844,23094.086711103577,39.0787861161041,96.05176972012408
B0005,G1,50,1.7673642076278957,3301.579,39.18287352945846,2257.39,22861.2398078894,39.19215952920889,95.19936347583841
B0005,G1,51,1.7570177850353066,3283.563,38.951564804030774,2229.625,22702.751766018322,39.22802585236214,94.64205172265511
B0005,G1,52,1.7468706179837907,3275.125,38.607510759873634,2211.281,22560.726446246856,39.20278826806283,94.09547290193551
B0005,G1,53,1.7417172507457144,3265.656,38.920359903369054,2201.203,22479.725733591753,39.13484413177781,93.81788592880078
B0005,G1,54,1.7364225056478186,3266.093,39.23273115358871,2191.938,22413.71197235783,39.01966757534424,93.53268361401415
B0005,G1,55,1.7263217239235826,3257.594,38.964927068400804,2164.093,22270.598997427,38.84998774067778,92.988603346571
B0005,G1,56,1.7158065389330133,3248.593,38.83927283461771,2154.921,22129.10687591285,38.92589289322768,92.42220117908766
B0005,G1,57,1.710533351135192,3238.766,38.82796377704433,2135.438,22048.46054693864,39.035288398710634,92.13816005181208
B0005,G1,58,1.706014499648521,3240.14,39.14007944734004,2136.156,21988.21799271121,39.082171771835554,91.89475137389712
B0005,G1,59,1.7003110272642588,3230.109,39.349611598028886,2107.672,21918.57913292257,39.12389145560488,91.58753289666399
B0005,G1,60,1.6945798601797895,3229.7810000000027,39.29444535878087,2097.578,21827.78380227016,39.14543668756889,91.27882263985312
B0005,G1,61,1.6849029086609286,3212.469,39.10487658009542,2088.875,21700.26287060271,39.176408578925674,90.75757205607074
B0005,G1,62,1.6744741591159717,3213.219,39.0462609369598,2070.031,21560.179677556178,39.2420700343381,90.19582574806932
B0005,G1,63,1.6745692479879102,3203.578,39.398032192832,2061.11,21548.610430140885,39.28513432113249,90.2009477257823
B0005,G1,64,1.663716375981405,3195.125,39.10678394120843,2032.891,21408.904929889504,39.30746839827255,89.6163559916933
B0005,G1,65,1.659013868748246,3195.3129999999946,39.44448954135193,2033.4370000000058,21356.040396039964,39.33131208984672,89.3630546668135
B0005,G1,66,1.6538540573335014,3186.297,39.509602016775695,2014.625,21261.09992555998,39.36510659910968,89.08512057704355
B0005,G1,67,1.642653782130131,3176.438,39.334865362245324,2004.6250000000002,21115.221044353213,39.423660318261675,88.48181591266643
B0005,G1,68,1.6378578430223698,3167.593,39.43723270017243,1995.344,21038.616598511268,39.497950246896146,88.22348186450748
B0005,G1,69,1.6327350407099108,3167.719,39.51375235624076,1985.5149999999999,20970.51966468169,39.53864450049358,87.94754127611387
B0005,G1,70,1.6277528915533617,3159.077999999994,39.60170302810528,1967.4219999999946,20895.754792043124,39.57068695129848,87.67917699307695
B0005,G1,71,1.622125485521159,3148.829,39.687463597582074,1957.4220000000003,20809.869280309867,39.58785839907923,87.37605584239753
B0005,G1,72,1.6113256603765849,3149.094,39.53535075538898,1938.594,20678.913983867456,39.606014189023256,86.79432148624366
B0005,G1,73,1.6065631397488385,3140.547,39.6502371632164,1929.766,20602.413321935255,39.64230692031888,86.53778753000239
B0005,G1,74,1.6015142233917594,3131.625,39.69929058154853,1911.2959999999998,20524.6084202103,39.6472787024922,86.26582682073705
B0005,G1,75,1.590369231400328,3121.907,39.56076309770468,1892.016,20386.339635882636,39.58160314026914,85.66549999565574
B0005,G1,76,1.5857889968242211,3122.125,39.63708096307912,1873.328,20310.989449890098,39.53625772902802,85.4187849075412
B0005,G1,77,1.5849430707374117,3121.672,39.43977047692484,1854.016,20281.616382145046,39.52463868099345,85.37321895986369
B0005,G1,78,1.5955263892495937,3120.86,39.839022256254516,1901.578,20454.120699336974,39.56149303781415,85.94329115068511
B0005,G1,79,1.5747301747801037,3103.828,39.41794949618613,1855.109,20154.50084333589,39.634600136498406,84.82309964083233
B0005,G1,80,1.5649019950937946,3095.094,39.262781682151214,1836.891,20009.869866580673,39.65049085282771,84.29370312695895
B0005,G1,81,1.5597659473370362,3095.781,39.47237839941986,1826.969,19938.277373227174,39.680290799576035,84.01704907053151
B0005,G1,82,1.5594815668184234,3094.328,40.037541469513684,1817.109,19933.871667632193,39.73827349373298,84.00173086716403
B0005,G1,83,1.55468935359061,3086.531,40.142730162011574,1808.5790000000002,19878.39459160183,39.81870929270724,83.74359751414073
B0005,G1,84,1.5488741079890418,3085.625,40.1165626728546,1798.2820000000002,19785.664977451353,39.8780417320803,83.43035835418966
B0005,G1,85,1.538236598942558,3067.203,39.87503330866132,1779.406,19642.24349125944,39.93156088614773,82.85736718133292
B0005,G1,86,1.527914258251028,3058.157,39.61961987024145,1751.844,19497.258019187248,40.065221158101735,82.30135260370756
B0005,G1,87,1.5285252629756445,3058.812,40.067324667444815,1751.657,19497.506402290797,40.14730002324695,82.33426447360578
B0005,G1,88,1.522647325284378,3058.578,40.24716716520102,1742.328,19441.254426891875,40.187690666044695,82.01764839394087
B0005,G1,89,1.522647325284378,3049.328,40.30253125568348,1742.547,19371.05634503918,40.19352311904834,82.01764839394087
B0005,G1,90,1.5638491446744425,3177.219,40.09418103142496,1826.766,20574.308844828192,40.23821058061283,84.23699116610504
B0005,G1,91,1.5638491446744425,3082.937,40.52238496316615,1835.7649999999999,20021.506208561146,40.28920591898359,84.23699116610504
B0005,G1,92,1.5480915247767786,3074.266,40.56886357314186,1807.906,19800.217807735135,40.354491989089226,83.38820438085877
B0005,G1,93,1.5323755631868592,3066.0,40.27804845768325,1789.203,19596.595394808377,40.37923315817629,82.54166152720488
B0005,G1,94,1.5269528268489705,3056.437,40.2921849196155,1760.984,19494.917071545555,40.34713914142576,82.24956494324317
B0005,G1,95,1.5169573017136326,3048.219,40.184384347174266,1742.313,19365.056817442288,40.33662096216157,81.71115433925789
B0005,G1,96,1.5118975960142693,3039.218,40.320066232195046,1733.141,19289.644506809567,40.32918013202272,81.43861246029738
B0005,G1,97,1.5065638960681105,3039.047,40.336505612651585,1714.2040000000002,19214.985592706973,40.30694124564113,81.1513118362076
B0005,G1,98,1.5015453526671363,3030.375,40.43267631588412,1705.3899999999999,19141.320080516838,40.28819091071151,80.88098717121403
B0005,G1,99,1.4908444050400238,3021.0,40.314538591575015,1695.063,19010.462423647783,40.34961444017092,80.30457886878683
B0005,G1,100,1.485868384561201,3021.75,40.386661855917744,1676.875,18941.814244344132,40.4537034951328,80.03654470798278
B0005,G1,101,1.480413677976106,3012.265,40.43384612547835,1668.016,18862.96111347621,40.534111839997074,79.74272604140161
B0005,G1,102,1.4752095869031632,3002.641,40.44479269068758,1658.266,18790.484636452955,40.58531958606497,79.46240682056631
B0005,G1,103,1.4859035988304024,3012.0,40.58499656066617,1676.922,18911.1479143393,40.62477062537264,80.03844153038008
B0005,G1,104,1.4960918298136696,3020.11,40.99869158762305,1695.9689999999998,19093.388518008374,40.71350690963603,80.58723226653154
B0005,G1,105,1.4808005946928984,3002.172000000006,40.997807625227495,1667.7030000000032,18866.719404168227,40.79634024118612,79.76356737393388
B0005,G1,106,1.4697543268466824,2992.703,40.84213757482493,1648.25,18718.75037338231,40.84588307409317,79.168558341158
B0005,G1,107,1.4539012274845928,2964.468,40.69012464267011,1620.594,18490.263896099543,40.86968895391786,78.31462853887025
B0005,G1,108,1.4541462067235693,2983.375,40.69938049882204,1620.203,18498.332635472834,40.907874194397564,78.32782438583529
B0005,G1,109,1.455023751906683,2975.297,41.06026204078849,1611.891,18504.119958965275,40.947455207657526,78.37509350133121
B0005,G1,110,1.449042163761236,2974.9850000000006,41.19696040482682,1602.4840000000113,18425.926009577106,40.97083061363492,78.05289427291893
B0005,G1,111,1.4386709371480566,2966.25,40.84446688602949,1583.5629999999999,18289.75473431825,40.95759682377005,77.49424644709048
B0005,G1,112,1.433445432156979,2956.359,40.764203830749366,1573.547,18212.53458249419,40.977397128552354,77.21277376203588
B0005,G1,113,1.4333958900838095,2956.344,41.11212504270441,1564.0620000000001,18205.094044158534,41.043075943744604,77.21010517012333
B0005,G1,114,1.42806487344776,2956.406,41.27256611507568,1564.453,18146.293185533672,41.0805262450356,76.92294908297353
B0005,G1,115,1.4229203181741186,2947.266,41.15574924454392,1545.906,18073.52196046197,41.126012504753625,76.64583676775116
B0005,G1,116,1.417429032731308,2937.984,41.03237216951879,1536.4679999999998,17986.431527869077,41.15794529150434,76.35004777498811
B0005,G1,117,1.412409228794446,2929.125,40.937269906716935,1527.031,17910.688469472352,41.190566587635054,76.07965521102183
B0005,G1,118,1.412578792940193,2928.454,41.240704611971786,1527.031,17910.496003430362,41.22021241392041,76.08878881159706
B0005,G1,119,1.4075983731469897,2929.375,41.43649987692296,1518.031,17865.962168633698,41.19879367139109,75.82051768100095
